W_x_error,W_y_error,W_z_error,V_x_error,V_y_error,V_z_error
0.0,0.0,0.0,5.776480000024842e-06,0.0013970009600000055,0.0
0.0,0.0,0.0,-8.224639999998562e-06,0.0014039987200000215,0.0
0.0,0.0,0.0,-2.4225119999998768e-05,0.001406996160000007,0.0
0.0,0.0,0.0,-4.3239020000002126e-05,0.0014059926900000241,0.0
0.0,0.0,0.0,-5.824037999999088e-05,0.0014139901399999877,0.0
0.0,0.0,0.0,-7.524174000000938e-05,0.0014219872500000341,0.0
0.0,0.0,0.0,-9.024326999998444e-05,0.0014309847000000264,0.0
0.0,0.0,0.0,-0.00010925757999999397,0.0014309803800000576,0.0
0.0,0.0,0.0,-0.00012625848000002993,0.0014359773199999482,0.0
0.0,0.0,0.0,-0.0001432604599999887,0.0014469742600000668,0.0
0.0,0.0,0.0,-0.00015926171999999794,0.0014539713800000298,0.0
0.0,0.0,0.0,-0.00017826298000001017,0.0014609679600000591,0.0
0.0,0.0,0.0,-0.00019726405999997976,0.001466964540000032,0.0
0.0,0.0,0.0,-0.0002142512599999924,0.0014779636199999946,0.0
0.0,0.0,0.0,-0.00023626676000002012,0.0014819575200000212,0.0
0.0,0.0,0.0,-0.0002582673000000313,0.0014849535599999741,0.0
0.0,0.0,0.0,-0.00028026802000000184,0.0014889496000000113,0.0
0.0,0.0,0.0,-0.00030226928000001707,0.001495945639999996,0.0
0.0,0.0,0.0,-0.00032828499999998373,0.0014999376800000075,0.0
0.0,0.0,0.0,-0.00035128613999999003,0.001505933309999985,0.0
0.0,0.0,0.0,-0.000376287660000002,0.0015139285599999885,0.0
0.0,0.0,0.0,-0.0004002899400000204,0.001525923999999984,0.0
0.0,0.0,0.0,-0.0004252925999999879,0.0015399192499999936,0.0
0.0,0.0,0.0,-0.00045027990000001683,0.001554918999999988,0.0
0.0,0.0,0.0,-0.0004782813399999697,0.001562913960000023,0.0
0.0,0.0,0.0,-0.0005082833199999692,0.0015739085600000313,0.0
0.0,0.0,0.0,-0.0005402851200000114,0.0015839027999999533,0.0
0.0,0.0,0.0,-0.0005702725099999972,0.0016029030999999694,0.0
0.0,0.0,0.0,-0.0006022595199999814,0.0016219036799999809,0.0
0.0,0.0,0.0,-0.0006392615999999962,0.0016348977599999759,0.0
0.0,0.0,0.0,-0.0006782641599999972,0.001650891520000003,0.0
