W_x_error,W_y_error,W_z_error,V_x_error,V_y_error,V_z_error
0.0,0.0,0.0,0.57,-0.29618999999999995,0.0
0.0,0.0,0.0,0.5698829999999999,-0.29263799999999995,0.0
0.0,0.0,0.0,0.5694769999999999,-0.288705,0.0
0.0,0.0,0.0,0.568691,-0.28439499999999995,0.0
0.0,0.0,0.0,0.567425,-0.279741,0.0
0.0,0.0,0.0,0.5655669999999999,-0.274803,0.0
0.0,0.0,0.0,0.563186,-0.269978,0.0
0.0,0.0,0.0,0.560334,-0.265416,0.0
0.0,0.0,0.0,0.5570419999999999,-0.26116100000000003,0.0
0.0,0.0,0.0,0.553341,-0.257254,0.0
0.0,0.0,0.0,0.5492699999999999,-0.253737,0.0
0.0,0.0,0.0,0.544867,-0.25064200000000003,0.0
0.0,0.0,0.0,0.5401779999999999,-0.24800300000000003,0.0
0.0,0.0,0.0,0.53525,-0.24584399999999998,0.0
0.0,0.0,0.0,0.5301309999999999,-0.24418499999999999,0.0
0.0,0.0,0.0,0.5248729999999999,-0.24304600000000004,0.0
0.0,0.0,0.0,0.519528,-0.242437,0.0
0.0,0.0,0.0,0.514153,-0.242363,1e-06
0.0,0.0,0.0,0.5087879999989999,-0.242825,-1.508788e-06
0.0,0.0,0.0,0.5035069999999999,-0.243818,0.0
0.0,0.0,0.0,0.4985339999999999,-0.24526800000000004,0.0
0.0,0.0,0.0,0.494177,-0.246984,0.0
0.0,0.0,0.0,0.49041099999999993,-0.24883700000000003,0.0
0.0,0.0,0.0,0.48718999999999996,-0.250726,0.0
0.0,0.0,0.0,0.48445599999999994,-0.252578,0.0
0.0,0.0,0.0,0.48214599999999996,-0.254344,0.0
0.0,0.0,0.0,0.48019999999999996,-0.255991,0.0
0.0,0.0,0.0,0.47856299999999996,-0.257504,0.0
0.0,0.0,0.0,0.47718599999999994,-0.258876,0.0
0.0,0.0,0.0,0.476027,-0.26011,0.0
0.0,0.0,0.0,0.47504799999999997,-0.26121,0.0
0.0,0.0,0.0,0.4742219999999999,-0.262185,0.0
0.0,0.0,0.0,0.47352299999999997,-0.26304299999999997,0.0
0.0,0.0,0.0,0.47292899999999993,-0.263798,0.0
0.0,0.0,0.0,0.47242399999999996,-0.26445700000000005,0.0
0.0,0.0,0.0,0.47199299999999994,-0.26503,0.0
0.0,0.0,0.0,0.47162599999999993,-0.26552699999999996,0.0
0.0,0.0,0.0,0.47130999999999995,-0.265957,0.0
0.0,0.0,0.0,0.471039,-0.266328,0.0
0.0,0.0,0.0,0.47080599999999995,-0.26664499999999997,0.0
0.0,0.0,0.0,0.47060399999999997,-0.266916,0.0
0.0,0.0,0.0,0.47042999999999996,-0.267146,0.0
0.0,0.0,0.0,0.47027899999999995,-0.267339,0.0
0.0,0.0,0.0,0.47014799999999995,-0.2675,0.0
0.0,0.0,0.0,0.4700329999999999,-0.267634,0.0
0.0,0.0,0.0,0.46993299999999993,-0.267742,0.0
0.0,0.0,0.0,0.46984499999999996,-0.26782799999999995,0.0
0.0,0.0,0.0,0.46976799999999996,-0.26789399999999997,0.0
0.0,0.0,0.0,0.46969999999999995,-0.26794399999999996,0.0
0.0,0.0,0.0,0.4696389999999999,-0.267979,0.0
0.0,0.0,0.0,0.46958599999999995,-0.268,0.0
0.0,0.0,0.0,0.469537,-0.268009,0.0
0.0,0.0,0.0,0.46949399999999997,-0.268007,0.0
0.0,0.0,0.0,0.46945499999999996,-0.267995,0.0
0.0,0.0,0.0,0.46941999999999995,-0.267974,0.0
0.0,0.0,0.0,0.46938799999999997,-0.267945,0.0
0.0,0.0,0.0,0.46935899999999997,-0.267909,0.0
0.0,0.0,0.0,0.46933199999999997,-0.267866,0.0
0.0,0.0,0.0,0.4693069999999999,-0.267816,0.0
0.0,0.0,0.0,0.46928299999999995,-0.26776200000000006,0.0
0.0,0.0,0.0,0.46926099999999993,-0.267702,0.0
0.0,0.0,0.0,0.46923999999999993,-0.267637,0.0
0.0,0.0,0.0,0.46921999999999997,-0.267567,0.0
0.0,0.0,0.0,0.469201,-0.267493,0.0
